Crop,Rainfall,Water Source,Soil Type,Organic,Fertilizers Used,Climate,Season,Labor Availability,Yield
Wheat,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Autumn,Low,97
Soybean,Medium,Other,Sandy,No,Compost,Temperate,Spring,Medium,65
Soybean,Medium,Other,Sandy,Yes,None,Temperate,Spring,High,93
Millet,Less/No Rain,Rain,Loamy,No,None,Dry,Summer,Medium,31
Maize,Medium,Bore,Sandy,Yes,DAP,Dry,Summer,Low,37
Turmeric,Abundant,Bore,Clay,No,Compost,Tropical,Autumn,High,77
Sugarcane,Abundant,Rain,Clay,No,"Urea, Potash",Tropical,Summer,High,24
Soybean,Medium,Bore,Loamy,Yes,"DAP, Compost",Temperate,Spring,Low,94
Rice,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,Medium,54
Maize,Medium,Rain,Loamy,No,DAP,Dry,Spring,High,57
Turmeric,Abundant,Other,Loamy,Yes,"DAP, Compost",Tropical,Summer,Low,86
Sugarcane,Abundant,Rain,Clay,No,DAP,Tropical,Summer,High,31
Soybean,Medium,Bore,Loamy,Yes,Potash,Temperate,Summer,High,31
Rice,Abundant,Rain,Clay,Yes,Compost,Tropical,Summer,High,72
Barley,Medium,Other,Loamy,No,DAP,Temperate,Spring,High,30
Maize,Medium,Other,Sandy,Yes,"Urea, Potash",Dry,Spring,High,52
Rice,Abundant,Rain,Silt,Yes,None,Tropical,Summer,Low,54
Grape,Medium,Rain,Loamy,No,Urea,Temperate,Summer,Medium,30
Sugarcane,Abundant,Bore,Clay,No,"Urea, DAP, Potash",Tropical,Summer,Low,55
Sugarcane,Abundant,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,87
Cotton,Abundant,Bore,Saline,No,"DAP, Compost",Tropical,Summer,Low,64
Mango,Abundant,Other,Loamy,No,None,Tropical,Summer,Low,94
Grape,Medium,Other,Sandy,No,"DAP, Compost",Tropical,Spring,High,32
Turmeric,Abundant,Bore,Clay,No,"Urea, Potash",Tropical,Autumn,Medium,69
Maize,Medium,Bore,Loamy,Yes,Compost,Dry,Spring,Low,53
Millet,Less/No Rain,Other,Sandy,Yes,Potash,Dry,Summer,Low,26
Turmeric,Abundant,Rain,Loamy,Yes,Potash,Tropical,Autumn,Medium,40
Barley,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,61
Sugarcane,Abundant,Bore,Loamy,Yes,"DAP, Compost",Tropical,Spring,Medium,78
Soybean,Medium,Rain,Sandy,No,"Urea, Potash",Tropical,Spring,Low,94
Wheat,Medium,Bore,Loamy,No,Compost,Temperate,Spring,High,40
Soybean,Medium,Other,Sandy,No,"Urea, DAP, Potash",Tropical,Summer,High,51
Millet,Less/No Rain,Rain,Sandy,Yes,"Urea, Potash",Dry,Summer,Medium,30
Millet,Less/No Rain,Rain,Sandy,Yes,None,Dry,Summer,High,36
Turmeric,Abundant,Rain,Loamy,Yes,DAP,Tropical,Autumn,High,77
Barley,Medium,Bore,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,Medium,85
Mango,Abundant,Other,Loamy,No,Potash,Tropical,Spring,Medium,38
Wheat,Medium,Other,Loamy,Yes,"Urea, Potash",Temperate,Autumn,High,73
Barley,Medium,Other,Loamy,No,DAP,Temperate,Spring,Low,99
Turmeric,Abundant,Bore,Clay,No,"Urea, Potash",Tropical,Autumn,Medium,41
Mango,Abundant,Other,Sandy,No,None,Tropical,Summer,Low,56
Millet,Less/No Rain,Other,Loamy,No,"DAP, Compost",Dry,Summer,High,48
Soybean,Medium,Bore,Sandy,Yes,"Urea, Potash",Temperate,Summer,High,75
Sugarcane,Abundant,Bore,Clay,No,Urea,Tropical,Spring,Low,34
Barley,Medium,Other,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,High,99
Millet,Less/No Rain,Rain,Loamy,No,Compost,Dry,Summer,Medium,79
Barley,Medium,Bore,Loamy,No,Potash,Temperate,Spring,High,84
Barley,Medium,Rain,Sandy,Yes,None,Temperate,Spring,High,73
Sugarcane,Abundant,Rain,Clay,No,"Urea, Potash",Tropical,Summer,High,66
Wheat,Medium,Other,Sandy,No,Urea,Temperate,Autumn,Low,70
Maize,Medium,Bore,Loamy,No,None,Dry,Summer,High,68
Wheat,Medium,Rain,Sandy,Yes,"Urea, Potash",Temperate,Spring,Medium,62
Soybean,Medium,Other,Sandy,No,Compost,Temperate,Spring,Medium,48
Sugarcane,Abundant,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,High,93
Sugarcane,Abundant,Rain,Loamy,No,"Urea, DAP, Potash",Tropical,Spring,High,89
Mango,Abundant,Bore,Sandy,Yes,DAP,Tropical,Summer,Low,74
Cotton,Abundant,Rain,Sandy,Yes,Potash,Tropical,Summer,High,28
Cotton,Abundant,Rain,Sandy,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,80
Rice,Abundant,Rain,Silt,Yes,"Urea, Potash",Tropical,Summer,Medium,63
Maize,Less/No Rain,Rain,Sandy,Yes,None,Dry,Spring,Medium,84
Turmeric,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Summer,Medium,28
Grape,Medium,Rain,Sandy,Yes,None,Temperate,Spring,Low,22
Millet,Less/No Rain,Rain,Loamy,No,"Urea, DAP, Potash",Dry,Summer,Low,24
Barley,Medium,Bore,Loamy,No,None,Temperate,Spring,High,38
Rice,Abundant,Other,Silt,No,"Urea, DAP, Potash",Tropical,Summer,High,61
Millet,Less/No Rain,Other,Sandy,Yes,None,Dry,Summer,Medium,34
Maize,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,23
Grape,Medium,Bore,Loamy,Yes,"DAP, Compost",Temperate,Spring,High,80
Rice,Abundant,Rain,Clay,No,"DAP, Compost",Tropical,Summer,Low,29
Millet,Less/No Rain,Rain,Loamy,No,Compost,Dry,Summer,Low,34
Barley,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Spring,High,75
Millet,Less/No Rain,Other,Sandy,No,Compost,Dry,Summer,Medium,56
Maize,Medium,Bore,Sandy,No,"DAP, Compost",Dry,Summer,Low,84
Rice,Abundant,Other,Silt,No,Urea,Tropical,Summer,Medium,31
Grape,Medium,Rain,Sandy,Yes,"Urea, Potash",Tropical,Summer,Medium,30
Rice,Abundant,Bore,Silt,Yes,Urea,Tropical,Summer,Low,41
Mango,Abundant,Bore,Loamy,No,Urea,Tropical,Spring,Low,77
Mango,Abundant,Bore,Sandy,Yes,Potash,Tropical,Summer,Medium,24
Soybean,Medium,Other,Loamy,No,"Urea, Potash",Tropical,Spring,High,52
Rice,Abundant,Other,Clay,No,Potash,Tropical,Summer,High,71
Millet,Less/No Rain,Bore,Loamy,Yes,"Urea, DAP, Potash",Dry,Summer,Medium,57
Sugarcane,Abundant,Rain,Loamy,No,"Urea, Potash",Tropical,Spring,Medium,49
Turmeric,Abundant,Bore,Loamy,Yes,"Urea, Potash",Tropical,Summer,Low,46
Turmeric,Abundant,Rain,Clay,No,Urea,Tropical,Autumn,Low,79
Cotton,Abundant,Other,Sandy,Yes,DAP,Tropical,Summer,High,23
Maize,Medium,Other,Loamy,Yes,Potash,Dry,Summer,Low,38
Wheat,Medium,Rain,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,67
Mango,Abundant,Bore,Loamy,No,DAP,Tropical,Spring,Low,73
Mango,Abundant,Bore,Sandy,No,"Urea, DAP, Potash",Tropical,Spring,Low,49
Maize,Less/No Rain,Rain,Loamy,No,"DAP, Compost",Temperate,Spring,High,55
Maize,Medium,Rain,Sandy,No,Potash,Temperate,Summer,High,60
Sugarcane,Abundant,Other,Clay,No,DAP,Tropical,Summer,Low,65
Maize,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Dry,Spring,Medium,96
Grape,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,32
Turmeric,Abundant,Other,Loamy,No,"DAP, Compost",Tropical,Autumn,High,53
Wheat,Medium,Rain,Loamy,No,None,Temperate,Autumn,High,86
Maize,Less/No Rain,Bore,Loamy,Yes,DAP,Temperate,Spring,Low,66
Grape,Medium,Rain,Loamy,No,None,Tropical,Summer,Medium,24
Maize,Medium,Rain,Loamy,Yes,DAP,Temperate,Spring,High,77
Millet,Less/No Rain,Other,Loamy,Yes,Urea,Dry,Summer,Medium,38
Cotton,Abundant,Bore,Saline,No,None,Tropical,Summer,Low,53
Sugarcane,Abundant,Rain,Loamy,Yes,Compost,Tropical,Summer,Low,71
Turmeric,Abundant,Other,Clay,No,Urea,Tropical,Autumn,Medium,21
Grape,Medium,Other,Sandy,No,"Urea, DAP, Potash",Temperate,Summer,High,47
Soybean,Medium,Bore,Sandy,Yes,"DAP, Compost",Tropical,Summer,Medium,90
Turmeric,Abundant,Other,Loamy,No,"DAP, Compost",Tropical,Summer,Medium,64
Rice,Abundant,Rain,Clay,No,Potash,Tropical,Summer,Medium,45
Grape,Medium,Bore,Sandy,No,None,Temperate,Summer,High,87
Barley,Medium,Bore,Sandy,No,DAP,Temperate,Spring,Low,64
Millet,Less/No Rain,Bore,Loamy,Yes,Urea,Dry,Summer,Medium,34
Soybean,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,Low,54
Maize,Medium,Rain,Loamy,No,None,Dry,Spring,Low,25
Soybean,Medium,Bore,Sandy,Yes,Urea,Tropical,Summer,High,72
Cotton,Abundant,Rain,Sandy,No,"DAP, Compost",Dry,Summer,Low,73
Turmeric,Abundant,Rain,Clay,No,"DAP, Compost",Tropical,Autumn,Medium,77
Mango,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,High,89
Turmeric,Abundant,Other,Loamy,Yes,Urea,Tropical,Autumn,Medium,91
Grape,Medium,Other,Loamy,No,Compost,Temperate,Summer,High,95
Millet,Less/No Rain,Bore,Sandy,No,None,Dry,Summer,High,37
Maize,Medium,Other,Loamy,Yes,Urea,Temperate,Spring,Medium,81
Barley,Medium,Bore,Loamy,No,"Urea, Potash",Temperate,Spring,Medium,57
Soybean,Medium,Other,Sandy,No,DAP,Temperate,Summer,Medium,37
Rice,Abundant,Other,Silt,Yes,"Urea, Potash",Tropical,Summer,Low,58
Sugarcane,Abundant,Other,Clay,No,Urea,Tropical,Spring,Low,38
Soybean,Medium,Other,Loamy,Yes,Potash,Temperate,Spring,Low,20
Turmeric,Abundant,Rain,Clay,No,DAP,Tropical,Summer,Low,21
Soybean,Medium,Bore,Sandy,Yes,Potash,Tropical,Spring,High,87
Soybean,Medium,Other,Loamy,No,DAP,Tropical,Summer,Low,49
Soybean,Medium,Other,Loamy,No,Urea,Tropical,Summer,Low,92
Millet,Less/No Rain,Bore,Sandy,No,"Urea, Potash",Dry,Summer,High,30
Millet,Less/No Rain,Bore,Loamy,No,"DAP, Compost",Dry,Summer,High,81
Turmeric,Abundant,Rain,Clay,Yes,Compost,Tropical,Summer,Low,57
Millet,Less/No Rain,Other,Loamy,No,"Urea, DAP, Potash",Dry,Summer,High,61
Turmeric,Abundant,Other,Loamy,Yes,"DAP, Compost",Tropical,Summer,Medium,42
Millet,Less/No Rain,Rain,Sandy,No,None,Dry,Summer,Low,34
Millet,Less/No Rain,Bore,Loamy,No,"Urea, Potash",Dry,Summer,Medium,84
Millet,Less/No Rain,Bore,Sandy,Yes,Urea,Dry,Summer,High,35
Wheat,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,High,57
Soybean,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Summer,High,62
Cotton,Abundant,Other,Sandy,No,"Urea, DAP, Potash",Dry,Summer,Medium,20
Soybean,Medium,Rain,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,High,99
Wheat,Medium,Other,Sandy,No,Compost,Temperate,Spring,Low,65
Cotton,Abundant,Other,Saline,No,"Urea, Potash",Tropical,Summer,Medium,71
Maize,Less/No Rain,Other,Sandy,No,"Urea, Potash",Temperate,Spring,High,49
Turmeric,Abundant,Bore,Clay,No,DAP,Tropical,Autumn,Low,88
Maize,Less/No Rain,Rain,Loamy,No,Potash,Temperate,Summer,Medium,69
Soybean,Medium,Rain,Loamy,No,"DAP, Compost",Tropical,Spring,High,66
Maize,Less/No Rain,Other,Loamy,Yes,Potash,Dry,Summer,Low,63
Mango,Abundant,Other,Loamy,Yes,None,Tropical,Summer,Low,77
Mango,Abundant,Other,Sandy,Yes,None,Tropical,Summer,Low,82
Millet,Less/No Rain,Other,Loamy,No,Potash,Dry,Summer,High,67
Grape,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Spring,Low,99
Maize,Less/No Rain,Bore,Loamy,Yes,"Urea, DAP, Potash",Dry,Spring,Medium,69
Cotton,Abundant,Rain,Saline,No,None,Tropical,Summer,High,44
Maize,Medium,Bore,Loamy,No,"Urea, Potash",Dry,Spring,Medium,91
Grape,Medium,Rain,Loamy,No,Urea,Temperate,Summer,Medium,33
Maize,Less/No Rain,Bore,Sandy,No,Urea,Temperate,Summer,High,76
Millet,Less/No Rain,Bore,Sandy,No,Urea,Dry,Summer,High,31
Barley,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Spring,High,91
Cotton,Abundant,Rain,Sandy,No,None,Tropical,Summer,Medium,23
Turmeric,Abundant,Rain,Clay,No,Potash,Tropical,Autumn,High,54
Mango,Abundant,Other,Sandy,No,Urea,Tropical,Spring,Low,46
Soybean,Medium,Bore,Loamy,Yes,Compost,Temperate,Summer,Medium,20
Soybean,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Spring,Low,54
Maize,Less/No Rain,Bore,Sandy,Yes,Compost,Temperate,Spring,Low,99
Grape,Medium,Other,Loamy,No,Urea,Temperate,Summer,Medium,51
Soybean,Medium,Other,Loamy,No,Compost,Temperate,Summer,Low,94
Millet,Less/No Rain,Bore,Sandy,No,"Urea, DAP, Potash",Dry,Summer,High,62
Cotton,Abundant,Bore,Sandy,No,Urea,Dry,Summer,Medium,42
Turmeric,Abundant,Rain,Clay,Yes,DAP,Tropical,Autumn,High,87
Millet,Less/No Rain,Other,Loamy,Yes,Compost,Dry,Summer,High,73
Turmeric,Abundant,Other,Clay,No,"Urea, DAP, Potash",Tropical,Summer,High,60
Maize,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Summer,High,53
Mango,Abundant,Bore,Loamy,No,"DAP, Compost",Tropical,Spring,High,22
Maize,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,High,28
Barley,Medium,Bore,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,74
Barley,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,25
Turmeric,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Autumn,Medium,38
Turmeric,Abundant,Other,Loamy,No,"Urea, DAP, Potash",Tropical,Summer,High,76
Mango,Abundant,Rain,Loamy,No,None,Tropical,Summer,Medium,96
Grape,Medium,Other,Sandy,No,Potash,Temperate,Summer,Medium,67
Soybean,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Spring,High,67
Rice,Abundant,Bore,Clay,No,Potash,Tropical,Summer,High,26
Barley,Medium,Other,Loamy,No,None,Temperate,Spring,Low,87
Rice,Abundant,Rain,Silt,No,"DAP, Compost",Tropical,Summer,Medium,79
Mango,Abundant,Other,Loamy,No,Urea,Tropical,Summer,Low,89
Turmeric,Abundant,Rain,Clay,Yes,DAP,Tropical,Autumn,Medium,21
Turmeric,Abundant,Rain,Loamy,No,None,Tropical,Summer,High,54
Maize,Less/No Rain,Rain,Loamy,Yes,DAP,Temperate,Spring,Low,22
Turmeric,Abundant,Bore,Loamy,No,"Urea, DAP, Potash",Tropical,Autumn,Low,34
Grape,Medium,Other,Sandy,Yes,Urea,Tropical,Summer,Low,71
Grape,Medium,Other,Loamy,No,Potash,Tropical,Spring,High,40
Rice,Abundant,Rain,Silt,No,None,Tropical,Summer,Low,96
Wheat,Medium,Bore,Sandy,Yes,Compost,Temperate,Autumn,Medium,47
Wheat,Medium,Other,Loamy,No,Potash,Temperate,Spring,Low,32
Sugarcane,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Spring,High,57
Sugarcane,Abundant,Rain,Clay,No,Urea,Tropical,Summer,High,85
Mango,Abundant,Bore,Loamy,No,Compost,Tropical,Spring,High,77
Barley,Medium,Rain,Loamy,No,Urea,Temperate,Spring,Medium,59
Wheat,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,98
Maize,Medium,Other,Loamy,No,None,Temperate,Spring,Low,92
Wheat,Medium,Other,Loamy,Yes,"Urea, Potash",Temperate,Autumn,Low,89
Maize,Medium,Bore,Loamy,No,"DAP, Compost",Temperate,Spring,Medium,64
Turmeric,Abundant,Other,Clay,No,None,Tropical,Summer,Low,95
Mango,Abundant,Rain,Sandy,No,Urea,Tropical,Summer,High,60
Millet,Less/No Rain,Other,Loamy,Yes,"DAP, Compost",Dry,Summer,Medium,45
Maize,Less/No Rain,Other,Loamy,Yes,None,Temperate,Spring,Medium,73
Grape,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,Medium,89
Maize,Less/No Rain,Other,Loamy,No,None,Temperate,Summer,Low,54
Sugarcane,Abundant,Other,Clay,Yes,None,Tropical,Summer,High,96
Grape,Medium,Rain,Loamy,No,Compost,Tropical,Spring,Medium,56
Cotton,Abundant,Rain,Sandy,Yes,Potash,Dry,Summer,High,88
Wheat,Medium,Other,Sandy,Yes,Compost,Temperate,Spring,Medium,69
Cotton,Abundant,Bore,Saline,No,DAP,Dry,Summer,Medium,66
Maize,Medium,Other,Loamy,Yes,"Urea, Potash",Dry,Summer,Medium,55
Barley,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,32
Sugarcane,Abundant,Rain,Loamy,Yes,"DAP, Compost",Tropical,Summer,Medium,60
Cotton,Abundant,Bore,Sandy,Yes,None,Tropical,Summer,Low,81
Barley,Medium,Rain,Sandy,No,Urea,Temperate,Spring,Low,86
Mango,Abundant,Rain,Loamy,No,None,Tropical,Summer,Medium,49
Maize,Medium,Other,Loamy,No,None,Dry,Spring,High,83
Grape,Medium,Bore,Sandy,No,DAP,Temperate,Spring,High,22
Millet,Less/No Rain,Other,Loamy,Yes,DAP,Dry,Summer,High,54
Grape,Medium,Other,Loamy,No,None,Temperate,Summer,Low,83
Turmeric,Abundant,Bore,Clay,Yes,Compost,Tropical,Autumn,Medium,79
Turmeric,Abundant,Rain,Loamy,Yes,"Urea, Potash",Tropical,Autumn,Low,81
Barley,Medium,Rain,Sandy,No,Compost,Temperate,Spring,Low,35
Grape,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,41
Grape,Medium,Other,Sandy,No,"Urea, DAP, Potash",Tropical,Spring,Low,32
Soybean,Medium,Bore,Sandy,No,Compost,Temperate,Summer,High,55
Sugarcane,Abundant,Rain,Loamy,Yes,Potash,Tropical,Summer,Medium,80
Barley,Medium,Bore,Loamy,No,Potash,Temperate,Spring,Low,21
Wheat,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,70
Maize,Medium,Other,Loamy,Yes,None,Temperate,Spring,Low,32
Barley,Medium,Bore,Sandy,No,Compost,Temperate,Spring,High,99
Grape,Medium,Other,Sandy,No,Urea,Tropical,Spring,Low,93
Cotton,Abundant,Rain,Sandy,Yes,None,Dry,Summer,Low,31
Turmeric,Abundant,Rain,Loamy,No,Compost,Tropical,Autumn,Medium,91
Maize,Medium,Other,Sandy,No,"Urea, Potash",Temperate,Summer,High,21
Millet,Less/No Rain,Rain,Loamy,No,"Urea, Potash",Dry,Summer,High,32
Rice,Abundant,Bore,Silt,Yes,Urea,Tropical,Summer,High,50
Wheat,Medium,Rain,Sandy,Yes,None,Temperate,Spring,Low,91
Soybean,Medium,Bore,Sandy,No,"Urea, Potash",Tropical,Summer,Low,32
Rice,Abundant,Rain,Clay,No,Urea,Tropical,Summer,Low,29
Turmeric,Abundant,Rain,Loamy,No,Potash,Tropical,Autumn,Low,82
Turmeric,Abundant,Other,Clay,No,Urea,Tropical,Autumn,Low,34
Wheat,Medium,Other,Loamy,No,Urea,Temperate,Autumn,High,20
Grape,Medium,Bore,Loamy,Yes,"DAP, Compost",Tropical,Summer,Medium,68
Sugarcane,Abundant,Rain,Loamy,Yes,DAP,Tropical,Spring,Low,46
Turmeric,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,High,90
Sugarcane,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,Medium,22
Rice,Abundant,Bore,Silt,No,Urea,Tropical,Summer,High,56
Mango,Abundant,Other,Sandy,No,Compost,Tropical,Summer,Low,31
Millet,Less/No Rain,Other,Sandy,Yes,"DAP, Compost",Dry,Summer,Medium,36
Soybean,Medium,Other,Sandy,No,DAP,Tropical,Spring,High,88
Rice,Abundant,Other,Clay,No,DAP,Tropical,Summer,Medium,68
Sugarcane,Abundant,Bore,Clay,No,Potash,Tropical,Spring,High,62
Soybean,Medium,Bore,Loamy,Yes,Compost,Tropical,Spring,Medium,31
Soybean,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Temperate,Summer,Medium,50
Grape,Medium,Rain,Sandy,Yes,"Urea, Potash",Tropical,Summer,Medium,47
Soybean,Medium,Other,Loamy,No,Urea,Temperate,Spring,Medium,55
Millet,Less/No Rain,Bore,Sandy,Yes,DAP,Dry,Summer,Medium,91
Soybean,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,High,61
Turmeric,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Summer,Low,70
Mango,Abundant,Other,Sandy,No,"Urea, Potash",Tropical,Summer,Low,37
Grape,Medium,Bore,Loamy,Yes,Potash,Temperate,Summer,High,39
Grape,Medium,Other,Loamy,Yes,None,Tropical,Summer,High,26
Millet,Less/No Rain,Bore,Sandy,No,Compost,Dry,Summer,Low,77
Wheat,Medium,Other,Sandy,Yes,DAP,Temperate,Spring,Low,72
Cotton,Abundant,Other,Sandy,Yes,None,Dry,Summer,High,46
Barley,Medium,Other,Sandy,No,None,Temperate,Spring,Medium,50
Millet,Less/No Rain,Other,Sandy,Yes,Potash,Dry,Summer,High,66
Turmeric,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Autumn,Medium,53
Rice,Abundant,Bore,Clay,Yes,None,Tropical,Summer,Medium,40
Maize,Less/No Rain,Other,Loamy,No,Potash,Dry,Spring,Low,64
Turmeric,Abundant,Rain,Loamy,Yes,DAP,Tropical,Summer,Medium,37
Sugarcane,Abundant,Other,Clay,Yes,Compost,Tropical,Spring,Medium,48
Millet,Less/No Rain,Other,Loamy,Yes,"DAP, Compost",Dry,Summer,Low,36
Mango,Abundant,Other,Loamy,No,Urea,Tropical,Summer,High,68
Sugarcane,Abundant,Rain,Clay,Yes,"DAP, Compost",Tropical,Summer,High,27
Maize,Medium,Other,Loamy,Yes,None,Temperate,Summer,High,69
Millet,Less/No Rain,Bore,Loamy,Yes,Compost,Dry,Summer,Low,41
Wheat,Medium,Rain,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,66
Cotton,Abundant,Rain,Sandy,No,"DAP, Compost",Dry,Summer,Medium,35
Soybean,Medium,Other,Loamy,No,Urea,Tropical,Spring,Medium,81
Cotton,Abundant,Other,Sandy,No,Potash,Dry,Summer,Medium,24
Mango,Abundant,Other,Loamy,Yes,Urea,Tropical,Spring,Low,60
Rice,Abundant,Other,Clay,No,Compost,Tropical,Summer,Low,95
Millet,Less/No Rain,Rain,Loamy,No,"DAP, Compost",Dry,Summer,Medium,34
Millet,Less/No Rain,Bore,Loamy,No,Urea,Dry,Summer,High,70
Soybean,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,94
Wheat,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,Medium,65
Mango,Abundant,Other,Sandy,Yes,"Urea, Potash",Tropical,Summer,Low,78
Grape,Medium,Bore,Loamy,No,"Urea, Potash",Temperate,Spring,Medium,54
Wheat,Medium,Bore,Loamy,Yes,DAP,Temperate,Spring,Medium,22
Rice,Abundant,Bore,Silt,Yes,"Urea, Potash",Tropical,Summer,Low,53
Cotton,Abundant,Bore,Sandy,No,Compost,Dry,Summer,High,29
Wheat,Medium,Bore,Sandy,No,"Urea, DAP, Potash",Temperate,Autumn,Medium,65
Grape,Medium,Other,Sandy,Yes,DAP,Temperate,Spring,Low,33
Turmeric,Abundant,Other,Loamy,Yes,None,Tropical,Autumn,Low,97
Cotton,Abundant,Other,Sandy,Yes,Compost,Tropical,Summer,Low,36
Barley,Medium,Bore,Loamy,Yes,None,Temperate,Spring,High,38
Mango,Abundant,Rain,Loamy,No,DAP,Tropical,Spring,High,34
Maize,Less/No Rain,Other,Loamy,Yes,DAP,Temperate,Spring,High,63
Rice,Abundant,Other,Silt,No,DAP,Tropical,Summer,High,76
Mango,Abundant,Other,Loamy,No,"DAP, Compost",Tropical,Summer,Low,43
Sugarcane,Abundant,Bore,Loamy,No,"Urea, DAP, Potash",Tropical,Summer,Medium,62
Sugarcane,Abundant,Bore,Clay,No,"Urea, DAP, Potash",Tropical,Spring,Low,38
Barley,Medium,Bore,Sandy,Yes,Potash,Temperate,Spring,Medium,95
Sugarcane,Abundant,Other,Clay,Yes,Urea,Tropical,Spring,High,75
Soybean,Medium,Bore,Loamy,No,None,Tropical,Spring,High,25
Millet,Less/No Rain,Bore,Sandy,No,"Urea, Potash",Dry,Summer,High,72
Turmeric,Abundant,Rain,Loamy,Yes,Urea,Tropical,Summer,Medium,69
Barley,Medium,Other,Loamy,No,DAP,Temperate,Spring,Medium,94
Mango,Abundant,Other,Sandy,Yes,None,Tropical,Summer,Medium,87
Turmeric,Abundant,Bore,Loamy,No,DAP,Tropical,Summer,Low,20
Sugarcane,Abundant,Other,Loamy,No,"DAP, Compost",Tropical,Spring,High,90
Cotton,Abundant,Rain,Saline,No,Potash,Tropical,Summer,High,40
Soybean,Medium,Bore,Loamy,Yes,DAP,Tropical,Summer,Low,48
Maize,Medium,Bore,Sandy,Yes,Potash,Dry,Summer,Low,46
Millet,Less/No Rain,Other,Sandy,Yes,"Urea, Potash",Dry,Summer,Low,78
Barley,Medium,Bore,Loamy,No,Compost,Temperate,Spring,Low,39
Rice,Abundant,Bore,Silt,No,DAP,Tropical,Summer,High,32
Barley,Medium,Other,Sandy,Yes,Urea,Temperate,Spring,High,28
Cotton,Abundant,Rain,Sandy,No,None,Tropical,Summer,High,45
Grape,Medium,Bore,Loamy,No,"DAP, Compost",Tropical,Summer,High,93
Soybean,Medium,Other,Sandy,Yes,Compost,Temperate,Spring,High,66
Grape,Medium,Rain,Loamy,No,None,Temperate,Summer,Low,70
Wheat,Medium,Rain,Sandy,No,Urea,Temperate,Autumn,Medium,42
Rice,Abundant,Bore,Clay,No,DAP,Tropical,Summer,Low,90
Maize,Less/No Rain,Rain,Sandy,No,"DAP, Compost",Dry,Summer,Medium,38
Millet,Less/No Rain,Bore,Sandy,No,Urea,Dry,Summer,Low,67
Cotton,Abundant,Rain,Sandy,No,Potash,Dry,Summer,Low,79
Millet,Less/No Rain,Other,Sandy,No,None,Dry,Summer,Low,63
Sugarcane,Abundant,Other,Loamy,Yes,Urea,Tropical,Spring,High,56
Turmeric,Abundant,Bore,Loamy,Yes,Urea,Tropical,Summer,High,77
Wheat,Medium,Other,Loamy,No,"Urea, DAP, Potash",Temperate,Autumn,Low,20
Barley,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,Medium,22
Sugarcane,Abundant,Other,Loamy,Yes,"DAP, Compost",Tropical,Spring,Medium,33
